Episode,Total Reward,Epsilon
1,624370.0,0.995
2,628350.0,0.990025
3,566800.0,0.985074875
4,619590.0,0.9801495006250001
5,637370.0,0.9752487531218751
6,698910.0,0.9703725093562657
7,670560.0,0.9655206468094844
8,659310.0,0.960693043575437
9,639940.0,0.9558895783575597
10,724250.0,0.9511101304657719
11,557570.0,0.946354579813443
12,452920.0,0.9416228069143757
13,637170.0,0.9369146928798039
14,545200.0,0.9322301194154049
15,511930.0,0.9275689688183278
16,572080.0,0.9229311239742362
17,609740.0,0.918316468354365
18,616650.0,0.9137248860125932
19,692070.0,0.9091562615825302
20,713510.0,0.9046104802746175
21,689670.0,0.9000874278732445
22,654610.0,0.8955869907338783
23,484350.0,0.8911090557802088
24,554560.0,0.8866535105013078
25,562110.0,0.8822202429488013
26,545410.0,0.8778091417340573
27,632460.0,0.8734200960253871
28,572440.0,0.8690529955452602
29,616380.0,0.8647077305675338
30,514750.0,0.8603841919146962
31,464310.0,0.8560822709551227
32,425410.0,0.851801859600347
33,603560.0,0.8475428503023453
34,443140.0,0.8433051360508336
35,775540.0,0.8390886103705794
36,596000.0,0.8348931673187264
37,630750.0,0.8307187014821328
38,544790.0,0.8265651079747222
39,583800.0,0.8224322824348486
40,548830.0,0.8183201210226743
41,470990.0,0.8142285204175609
42,571510.0,0.810157377815473
43,511830.0,0.8061065909263957
44,688300.0,0.8020760579717637
45,621700.0,0.798065677681905
46,700210.0,0.7940753492934954
47,495970.0,0.7901049725470279
48,544750.0,0.7861544476842928
49,661000.0,0.7822236754458713
50,363450.0,0.778312557068642
51,474080.0,0.7744209942832988
52,675870.0,0.7705488893118823
53,626090.0,0.7666961448653229
54,392640.0,0.7628626641409962
55,557120.0,0.7590483508202912
56,576180.0,0.7552531090661897
57,510310.0,0.7514768435208588
58,522400.0,0.7477194593032545
59,533050.0,0.7439808620067382
60,612590.0,0.7402609576967045
61,620620.0,0.736559652908221
62,454210.0,0.7328768546436799
63,541090.0,0.7292124703704616
64,460770.0,0.7255664080186093
65,493720.0,0.7219385759785162
66,522580.0,0.7183288830986236
67,610660.0,0.7147372386831305
68,393440.0,0.7111635524897149
69,563200.0,0.7076077347272662
70,553920.0,0.7040696960536299
71,417510.0,0.7005493475733617
72,520490.0,0.697046600835495
73,537120.0,0.6935613678313175
74,437090.0,0.6900935609921609
75,401430.0,0.6866430931872001
76,537670.0,0.6832098777212641
77,467990.0,0.6797938283326578
78,503590.0,0.6763948591909945
79,505690.0,0.6730128848950395
80,407290.0,0.6696478204705644
81,673540.0,0.6662995813682115
82,424070.0,0.6629680834613705
83,433970.0,0.6596532430440636
84,494770.0,0.6563549768288433
85,707440.0,0.653073201944699
86,591000.0,0.6498078359349755
87,454860.0,0.6465587967553006
88,579460.0,0.6433260027715241
89,381170.0,0.6401093727576664
90,512120.0,0.6369088258938781
91,575110.0,0.6337242817644086
92,471610.0,0.6305556603555866
93,443190.0,0.6274028820538087
94,504170.0,0.6242658676435396
95,296300.0,0.6211445383053219
96,384550.0,0.6180388156137953
97,574160.0,0.6149486215357263
98,601200.0,0.6118738784280476
99,464320.0,0.6088145090359074
100,595290.0,0.6057704364907278
