Episode,Total Reward,Epsilon
1,551680.0,0.995
2,777890.0,0.990025
3,800200.0,0.985074875
4,626010.0,0.9801495006250001
5,575260.0,0.9752487531218751
6,496970.0,0.9703725093562657
7,774460.0,0.9655206468094844
8,625870.0,0.960693043575437
9,557050.0,0.9558895783575597
10,737900.0,0.9511101304657719
11,748500.0,0.946354579813443
12,524500.0,0.9416228069143757
13,589170.0,0.9369146928798039
14,536760.0,0.9322301194154049
15,496520.0,0.9275689688183278
16,661590.0,0.9229311239742362
17,603750.0,0.918316468354365
18,690070.0,0.9137248860125932
19,511890.0,0.9091562615825302
20,622450.0,0.9046104802746175
21,619240.0,0.9000874278732445
22,695620.0,0.8955869907338783
23,483170.0,0.8911090557802088
24,443250.0,0.8866535105013078
25,479280.0,0.8822202429488013
26,696420.0,0.8778091417340573
27,665750.0,0.8734200960253871
28,443890.0,0.8690529955452602
29,635380.0,0.8647077305675338
30,572310.0,0.8603841919146962
31,566150.0,0.8560822709551227
32,666000.0,0.851801859600347
33,535730.0,0.8475428503023453
34,605580.0,0.8433051360508336
35,573520.0,0.8390886103705794
36,650390.0,0.8348931673187264
37,681740.0,0.8307187014821328
38,568590.0,0.8265651079747222
39,512000.0,0.8224322824348486
40,585920.0,0.8183201210226743
41,513250.0,0.8142285204175609
42,484810.0,0.810157377815473
43,500180.0,0.8061065909263957
44,558250.0,0.8020760579717637
45,460820.0,0.798065677681905
46,460600.0,0.7940753492934954
47,394410.0,0.7901049725470279
48,614020.0,0.7861544476842928
49,612020.0,0.7822236754458713
50,677530.0,0.778312557068642
51,453750.0,0.7744209942832988
52,638460.0,0.7705488893118823
53,627870.0,0.7666961448653229
54,560390.0,0.7628626641409962
55,534040.0,0.7590483508202912
56,376690.0,0.7552531090661897
57,451130.0,0.7514768435208588
58,755600.0,0.7477194593032545
59,445770.0,0.7439808620067382
60,577950.0,0.7402609576967045
61,593320.0,0.736559652908221
62,578130.0,0.7328768546436799
63,452970.0,0.7292124703704616
64,398780.0,0.7255664080186093
65,365590.0,0.7219385759785162
66,461700.0,0.7183288830986236
67,550860.0,0.7147372386831305
68,697650.0,0.7111635524897149
69,430800.0,0.7076077347272662
70,445900.0,0.7040696960536299
71,424490.0,0.7005493475733617
72,366230.0,0.697046600835495
73,508650.0,0.6935613678313175
74,550700.0,0.6900935609921609
75,541670.0,0.6866430931872001
76,459960.0,0.6832098777212641
77,543950.0,0.6797938283326578
78,400480.0,0.6763948591909945
79,466580.0,0.6730128848950395
80,465840.0,0.6696478204705644
81,435050.0,0.6662995813682115
82,303930.0,0.6629680834613705
83,519970.0,0.6596532430440636
84,402420.0,0.6563549768288433
85,360790.0,0.653073201944699
86,416360.0,0.6498078359349755
87,415190.0,0.6465587967553006
88,579730.0,0.6433260027715241
89,466210.0,0.6401093727576664
90,531010.0,0.6369088258938781
91,454210.0,0.6337242817644086
92,600530.0,0.6305556603555866
93,539930.0,0.6274028820538087
94,419310.0,0.6242658676435396
95,459420.0,0.6211445383053219
96,604330.0,0.6180388156137953
97,292170.0,0.6149486215357263
98,414600.0,0.6118738784280476
99,489570.0,0.6088145090359074
100,138250.0,0.6057704364907278
101,295740.0,0.6027415843082742
102,390030.0,0.5997278763867329
103,412030.0,0.5967292370047992
104,354370.0,0.5937455908197752
105,475600.0,0.5907768628656763
106,549760.0,0.5878229785513479
107,385620.0,0.5848838636585911
108,367650.0,0.5819594443402982
109,478080.0,0.5790496471185967
110,341950.0,0.5761543988830038
111,524020.0,0.5732736268885887
112,305260.0,0.5704072587541458
113,213450.0,0.567555222460375
114,400630.0,0.5647174463480732
115,276710.0,0.5618938591163328
116,365730.0,0.5590843898207511
117,510690.0,0.5562889678716474
118,380360.0,0.5535075230322891
119,384540.0,0.5507399854171277
120,453410.0,0.547986285490042
121,211750.0,0.5452463540625918
122,194770.0,0.5425201222922789
123,401850.0,0.5398075216808175
124,554890.0,0.5371084840724134
125,437590.0,0.5344229416520513
126,465220.0,0.531750826943791
127,548420.0,0.5290920728090721
128,403550.0,0.5264466124450268
129,269000.0,0.5238143793828016
130,520060.0,0.5211953074858876
131,387470.0,0.5185893309484582
132,411380.0,0.5159963842937159
133,467200.0,0.5134164023722473
134,270990.0,0.510849320360386
135,233160.0,0.5082950737585841
136,196830.0,0.5057535983897912
137,350490.0,0.5032248303978422
138,482710.0,0.500708706245853
139,282810.0,0.4982051627146237
140,530080.0,0.49571413690105054
141,190080.0,0.4932355662165453
142,381300.0,0.4907693883854626
143,424740.0,0.4883155414435353
144,197860.0,0.4858739637363176
145,482010.0,0.483444593917636
146,378870.0,0.4810273709480478
147,233110.0,0.47862223409330756
148,280360.0,0.47622912292284103
149,453640.0,0.4738479773082268
150,400170.0,0.47147873742168567
151,447290.0,0.46912134373457726
152,411550.0,0.46677573701590436
153,256440.0,0.46444185833082485
154,315880.0,0.46211964903917074
155,283850.0,0.4598090507939749
156,310370.0,0.457510005540005
157,492950.0,0.45522245551230495
158,279540.0,0.4529463432347434
159,410840.0,0.4506816115185697
160,404180.0,0.4484282034609769
161,462630.0,0.446186062443672
162,309850.0,0.4439551321314536
163,507590.0,0.4417353564707963
164,261200.0,0.43952667968844233
165,263740.0,0.43732904629000013
166,258260.0,0.4351424010585501
167,318150.0,0.43296668905325736
168,319020.0,0.43080185560799106
169,258160.0,0.4286478463299511
170,280170.0,0.42650460709830135
171,299800.0,0.42437208406280985
172,452750.0,0.4222502236424958
173,239410.0,0.42013897252428334
174,316480.0,0.4180382776616619
175,340810.0,0.4159480862733536
176,260230.0,0.41386834584198684
177,291030.0,0.4117990041127769
178,452620.0,0.40974000909221303
179,322160.0,0.40769130904675194
180,397070.0,0.40565285250151817
181,281920.0,0.4036245882390106
182,462340.0,0.4016064652978155
183,226290.0,0.3995984329713264
184,314580.0,0.3976004408064698
185,313150.0,0.39561243860243744
186,327850.0,0.3936343764094253
187,287570.0,0.39166620452737816
188,167220.0,0.3897078735047413
189,437540.0,0.3877593341372176
190,423280.0,0.3858205374665315
191,117360.0,0.38389143477919885
192,203020.0,0.3819719776053028
193,466790.0,0.3800621177172763
194,113150.0,0.37816180712868996
195,423090.0,0.37627099809304654
196,371200.0,0.3743896431025813
197,268680.0,0.37251769488706843
