Episode,Total Reward,Epsilon
1,755840.0,0.995
2,653630.0,0.990025
3,733270.0,0.985074875
4,757890.0,0.9801495006250001
5,688310.0,0.9752487531218751
6,743050.0,0.9703725093562657
7,652920.0,0.9655206468094844
8,714480.0,0.960693043575437
9,767480.0,0.9558895783575597
10,701440.0,0.9511101304657719
11,513590.0,0.946354579813443
12,509350.0,0.9416228069143757
13,742430.0,0.9369146928798039
14,632730.0,0.9322301194154049
15,663720.0,0.9275689688183278
16,649520.0,0.9229311239742362
17,638200.0,0.918316468354365
18,705210.0,0.9137248860125932
19,631260.0,0.9091562615825302
20,584070.0,0.9046104802746175
21,736520.0,0.9000874278732445
22,651940.0,0.8955869907338783
23,594730.0,0.8911090557802088
24,510450.0,0.8866535105013078
25,545360.0,0.8822202429488013
26,687990.0,0.8778091417340573
27,662380.0,0.8734200960253871
28,580560.0,0.8690529955452602
29,581240.0,0.8647077305675338
30,643040.0,0.8603841919146962
31,683440.0,0.8560822709551227
32,629250.0,0.851801859600347
33,572880.0,0.8475428503023453
34,589940.0,0.8433051360508336
35,550430.0,0.8390886103705794
36,638280.0,0.8348931673187264
37,542200.0,0.8307187014821328
38,530010.0,0.8265651079747222
39,595180.0,0.8224322824348486
40,649120.0,0.8183201210226743
41,599920.0,0.8142285204175609
42,519240.0,0.810157377815473
43,653270.0,0.8061065909263957
44,539990.0,0.8020760579717637
45,621490.0,0.798065677681905
46,476210.0,0.7940753492934954
47,556510.0,0.7901049725470279
48,548640.0,0.7861544476842928
49,495930.0,0.7822236754458713
50,383590.0,0.778312557068642
51,640370.0,0.7744209942832988
52,565110.0,0.7705488893118823
53,596060.0,0.7666961448653229
54,608450.0,0.7628626641409962
55,542880.0,0.7590483508202912
56,511240.0,0.7552531090661897
57,508290.0,0.7514768435208588
58,530300.0,0.7477194593032545
59,354300.0,0.7439808620067382
60,393320.0,0.7402609576967045
61,616180.0,0.736559652908221
62,526470.0,0.7328768546436799
63,428140.0,0.7292124703704616
64,507380.0,0.7255664080186093
65,600450.0,0.7219385759785162
66,529260.0,0.7183288830986236
67,574860.0,0.7147372386831305
68,504490.0,0.7111635524897149
69,513950.0,0.7076077347272662
70,353550.0,0.7040696960536299
71,485620.0,0.7005493475733617
72,567800.0,0.697046600835495
73,357590.0,0.6935613678313175
74,458900.0,0.6900935609921609
75,326800.0,0.6866430931872001
76,526360.0,0.6832098777212641
77,480960.0,0.6797938283326578
78,406790.0,0.6763948591909945
79,539390.0,0.6730128848950395
80,437170.0,0.6696478204705644
81,491120.0,0.6662995813682115
82,450650.0,0.6629680834613705
83,561640.0,0.6596532430440636
84,410860.0,0.6563549768288433
85,506560.0,0.653073201944699
86,503330.0,0.6498078359349755
87,416370.0,0.6465587967553006
88,355790.0,0.6433260027715241
89,329700.0,0.6401093727576664
90,546560.0,0.6369088258938781
91,452660.0,0.6337242817644086
92,479540.0,0.6305556603555866
93,460470.0,0.6274028820538087
94,241850.0,0.6242658676435396
95,472120.0,0.6211445383053219
96,487660.0,0.6180388156137953
97,377920.0,0.6149486215357263
98,490350.0,0.6118738784280476
99,304640.0,0.6088145090359074
100,370480.0,0.6057704364907278
